SCH_TIME,CARRIER,DEP_TIME,DEST,DISTANCE,FL_NUM,ORIGIN,WEATHER,WK_DAY,MTH_DAY,FL_STATUS
1600,MQ,1700,LGA,214,4970,DCA,0,2,13,delayed
1700,MQ,1811,LGA,214,4972,DCA,0,2,13,delayed
1900,MQ,2007,LGA,214,4976,DCA,0,2,13,delayed
850,UA,845,LGA,229,846,IAD,0,2,13,ontime
630,US,629,LGA,214,1479,DCA,0,2,13,ontime
700,US,658,LGA,214,2160,DCA,0,2,13,ontime
800,US,756,LGA,214,2162,DCA,0,2,13,ontime
900,US,857,LGA,214,2164,DCA,0,2,13,ontime
1000,US,958,LGA,214,2166,DCA,0,2,13,ontime
1100,US,1057,LGA,214,2168,DCA,0,2,13,ontime
1200,US,1156,LGA,214,2170,DCA,0,2,13,ontime
1300,US,1255,LGA,214,2172,DCA,0,2,13,ontime
1400,US,1359,LGA,214,2174,DCA,0,2,13,ontime
1500,US,1459,LGA,214,2176,DCA,0,2,13,ontime
1600,US,1558,LGA,214,2178,DCA,0,2,13,delayed
1700,US,1706,LGA,214,2180,DCA,0,2,13,ontime
1800,US,1759,LGA,214,2182,DCA,0,2,13,ontime
1900,US,1857,LGA,214,2184,DCA,0,2,13,ontime
2000,US,1956,LGA,214,2186,DCA,0,2,13,ontime
2100,US,2056,LGA,214,2188,DCA,0,2,13,ontime
1030,RU,1025,EWR,169,2303,BWI,0,2,13,ontime
1720,RU,1831,EWR,169,3372,BWI,0,2,13,delayed
700,RU,653,EWR,169,2703,BWI,0,2,13,ontime
1455,RU,1537,EWR,169,2403,BWI,0,2,13,delayed
735,CO,729,EWR,199,806,DCA,0,2,13,ontime
1730,CO,1816,EWR,199,814,DCA,0,2,13,delayed
1900,CO,1924,EWR,199,816,DCA,0,2,13,delayed
1300,CO,1258,EWR,199,808,DCA,0,2,13,ontime
840,DH,836,EWR,213,7299,IAD,0,2,13,ontime
1710,DH,1708,EWR,213,7302,IAD,0,2,13,ontime
1245,DH,1237,EWR,213,7303,IAD,0,2,13,ontime
2120,DH,2115,EWR,213,7304,IAD,0,2,13,ontime
630,DH,626,EWR,213,7305,IAD,0,2,13,ontime
1430,DH,1740,EWR,213,7307,IAD,0,2,13,delayed
1300,RU,1255,EWR,213,2367,IAD,0,2,13,ontime
700,RU,655,EWR,213,2855,IAD,0,2,13,ontime
1500,RU,1456,EWR,213,2156,IAD,0,2,13,ontime
1700,RU,1655,EWR,213,2497,IAD,0,2,13,ontime
1359,RU,1355,EWR,199,2216,DCA,0,2,13,ontime
1900,RU,1927,EWR,213,2385,IAD,0,2,13,delayed
1525,RU,1519,EWR,199,2261,DCA,0,2,13,ontime
645,RU,641,EWR,199,2761,DCA,0,2,13,ontime
1630,RU,1625,EWR,199,2181,DCA,0,2,13,ontime
900,RU,855,EWR,199,2582,DCA,0,2,13,ontime
2100,RU,2055,EWR,199,2879,DCA,0,2,13,ontime
1455,OH,1500,JFK,184,5935,BWI,0,3,14,ontime
1640,DH,1630,JFK,213,6155,DCA,0,3,14,ontime
1245,DH,1243,LGA,229,7208,IAD,0,3,14,ontime
1715,DH,1722,LGA,229,7215,IAD,0,3,14,ontime
2120,DH,2118,LGA,229,7684,IAD,0,3,14,ontime
640,DH,640,LGA,229,7790,IAD,0,3,14,ontime
1040,DH,1034,LGA,229,7792,IAD,0,3,14,ontime
840,DH,844,JFK,228,7800,IAD,0,3,14,ontime
1240,DH,1243,JFK,228,7806,IAD,0,3,14,ontime
1455,DH,1450,JFK,228,7808,IAD,0,3,14,ontime
1645,DH,1640,JFK,228,7810,IAD,0,3,14,ontime
1715,DH,1714,JFK,228,7812,IAD,0,3,14,ontime
2120,DH,2119,JFK,228,7814,IAD,0,3,14,ontime
1610,DH,1631,JFK,228,7816,IAD,0,3,14,ontime
1455,DL,1454,JFK,213,746,DCA,0,3,14,ontime
630,DL,631,LGA,214,1740,DCA,0,3,14,ontime
730,DL,730,LGA,214,1742,DCA,0,3,14,ontime
830,DL,829,LGA,214,1744,DCA,0,3,14,ontime
930,DL,929,LGA,214,1746,DCA,0,3,14,ontime
1030,DL,1029,LGA,214,1748,DCA,0,3,14,ontime
1130,DL,1132,LGA,214,1750,DCA,0,3,14,delayed
1230,DL,1230,LGA,214,1752,DCA,0,3,14,ontime
1330,DL,1329,LGA,214,1754,DCA,0,3,14,ontime
1430,DL,1431,LGA,214,1756,DCA,0,3,14,ontime
1530,DL,1530,LGA,214,1758,DCA,0,3,14,delayed
1630,DL,1631,LGA,214,1760,DCA,0,3,14,ontime
1730,DL,1728,LGA,214,1762,DCA,0,3,14,ontime
1830,DL,1829,LGA,214,1764,DCA,0,3,14,ontime
1930,DL,1928,LGA,214,1766,DCA,0,3,14,delayed
2030,DL,2030,LGA,214,1768,DCA,0,3,14,delayed
1530,MQ,1526,JFK,213,4752,DCA,0,3,14,ontime
600,MQ,553,JFK,213,4760,DCA,0,3,14,ontime
1830,MQ,1825,JFK,213,4784,DCA,0,3,14,ontime
700,MQ,657,LGA,214,4952,DCA,0,3,14,delayed
800,MQ,757,LGA,214,4954,DCA,0,3,14,ontime
900,MQ,853,LGA,214,4956,DCA,0,3,14,ontime
1100,MQ,1111,LGA,214,4960,DCA,0,3,14,delayed
1300,MQ,1255,LGA,214,4964,DCA,0,3,14,ontime
1500,MQ,1454,LGA,214,4968,DCA,0,3,14,ontime
1600,MQ,1612,LGA,214,4970,DCA,0,3,14,ontime
1700,MQ,1658,LGA,214,4972,DCA,0,3,14,ontime
1900,MQ,1917,LGA,214,4976,DCA,0,3,14,ontime
850,UA,847,LGA,229,846,IAD,0,3,14,ontime
630,US,627,LGA,214,1479,DCA,0,3,14,ontime
700,US,657,LGA,214,2160,DCA,0,3,14,ontime
800,US,757,LGA,214,2162,DCA,0,3,14,ontime
900,US,856,LGA,214,2164,DCA,0,3,14,ontime
1000,US,1001,LGA,214,2166,DCA,0,3,14,ontime
1100,US,1057,LGA,214,2168,DCA,0,3,14,ontime
1200,US,1157,LGA,214,2170,DCA,0,3,14,ontime
1300,US,1257,LGA,214,2172,DCA,0,3,14,ontime
1400,US,1356,LGA,214,2174,DCA,0,3,14,ontime
1500,US,1500,LGA,214,2176,DCA,0,3,14,ontime
1600,US,1559,LGA,214,2178,DCA,0,3,14,ontime
1700,US,1653,LGA,214,2180,DCA,0,3,14,ontime
1800,US,1757,LGA,214,2182,DCA,0,3,14,ontime
1900,US,1858,LGA,214,2184,DCA,0,3,14,ontime
2000,US,1959,LGA,214,2186,DCA,0,3,14,delayed
2100,US,2059,LGA,214,2188,DCA,0,3,14,ontime
700,RU,655,EWR,169,2703,BWI,0,3,14,ontime
1455,RU,1449,EWR,169,2403,BWI,0,3,14,ontime
1720,RU,1722,EWR,169,3372,BWI,0,3,14,ontime
1030,RU,1035,EWR,169,2303,BWI,0,3,14,ontime
1300,CO,1257,EWR,199,808,DCA,0,3,14,ontime
1900,CO,1915,EWR,199,816,DCA,0,3,14,ontime
735,CO,731,EWR,199,806,DCA,0,3,14,ontime
1730,CO,1745,EWR,199,814,DCA,0,3,14,delayed
840,DH,848,EWR,213,7299,IAD,0,3,14,ontime
1710,DH,1703,EWR,213,7302,IAD,0,3,14,ontime
1245,DH,1245,EWR,213,7303,IAD,0,3,14,ontime
2120,DH,2330,EWR,213,7304,IAD,0,3,14,delayed
630,DH,629,EWR,213,7305,IAD,0,3,14,ontime
1430,DH,1502,EWR,213,7307,IAD,0,3,14,delayed
700,RU,656,EWR,213,2855,IAD,0,3,14,ontime
1700,RU,1703,EWR,213,2497,IAD,0,3,14,ontime
900,RU,856,EWR,199,2582,DCA,0,3,14,ontime
1359,RU,1355,EWR,199,2216,DCA,0,3,14,ontime
645,RU,643,EWR,199,2761,DCA,0,3,14,ontime
1500,RU,1456,EWR,213,2156,IAD,0,3,14,ontime
1630,RU,1625,EWR,199,2181,DCA,0,3,14,ontime
1900,RU,1858,EWR,213,2385,IAD,0,3,14,ontime
1300,RU,1255,EWR,213,2367,IAD,0,3,14,ontime
1525,RU,1524,EWR,199,2261,DCA,0,3,14,ontime
2100,RU,2100,EWR,199,2879,DCA,0,3,14,ontime
1455,OH,1455,JFK,184,5935,BWI,0,4,15,ontime
1640,DH,1637,JFK,213,6155,DCA,0,4,15,ontime
1245,DH,1310,LGA,229,7208,IAD,0,4,15,ontime
1455,DH,1545,LGA,229,7211,IAD,0,4,15,delayed
2120,DH,2133,LGA,229,7684,IAD,0,4,15,delayed
840,DH,858,JFK,228,7800,IAD,0,4,15,ontime
1240,DH,1236,JFK,228,7806,IAD,0,4,15,ontime
1455,DH,1502,JFK,228,7808,IAD,0,4,15,ontime
1645,DH,1644,JFK,228,7810,IAD,0,4,15,ontime
1715,DH,1714,JFK,228,7812,IAD,0,4,15,ontime
2120,DH,2138,JFK,228,7814,IAD,0,4,15,ontime
1610,DH,1605,JFK,228,7816,IAD,0,4,15,ontime
1455,DL,1501,JFK,213,746,DCA,0,4,15,ontime
630,DL,630,LGA,214,1740,DCA,0,4,15,ontime
730,DL,729,LGA,214,1742,DCA,0,4,15,delayed
930,DL,943,LGA,214,1746,DCA,0,4,15,ontime
1130,DL,1130,LGA,214,1750,DCA,0,4,15,ontime
1330,DL,1330,LGA,214,1754,DCA,0,4,15,ontime
1430,DL,1428,LGA,214,1756,DCA,0,4,15,ontime
1530,DL,1530,LGA,214,1758,DCA,0,4,15,ontime
1630,DL,1630,LGA,214,1760,DCA,0,4,15,ontime
1730,DL,1736,LGA,214,1762,DCA,0,4,15,ontime
1830,DL,1831,LGA,214,1764,DCA,0,4,15,ontime
1930,DL,1928,LGA,214,1766,DCA,0,4,15,delayed
2030,DL,2029,LGA,214,1768,DCA,0,4,15,delayed
1530,MQ,1523,JFK,213,4752,DCA,0,4,15,ontime
600,MQ,553,JFK,213,4760,DCA,0,4,15,ontime
1830,MQ,1834,JFK,213,4784,DCA,0,4,15,ontime
800,MQ,800,LGA,214,4954,DCA,0,4,15,delayed
1100,MQ,1050,LGA,214,4960,DCA,0,4,15,ontime
1300,MQ,1341,LGA,214,4964,DCA,0,4,15,delayed
1400,MQ,1400,LGA,214,4966,DCA,0,4,15,ontime
1500,MQ,1519,LGA,214,4968,DCA,0,4,15,ontime
1600,MQ,1643,LGA,214,4970,DCA,0,4,15,delayed
1700,MQ,1758,LGA,214,4972,DCA,0,4,15,delayed
1900,MQ,2012,LGA,214,4976,DCA,0,4,15,delayed
850,UA,955,LGA,229,846,IAD,0,4,15,delayed
630,US,627,LGA,214,1479,DCA,0,4,15,delayed
800,US,815,LGA,214,2162,DCA,0,4,15,ontime
900,US,1019,LGA,214,2164,DCA,0,4,15,delayed
1100,US,1058,LGA,214,2168,DCA,0,4,15,ontime
1200,US,1158,LGA,214,2170,DCA,0,4,15,ontime
1400,US,1358,LGA,214,2174,DCA,0,4,15,ontime
1500,US,1458,LGA,214,2176,DCA,0,4,15,ontime
1600,US,1559,LGA,214,2178,DCA,0,4,15,ontime
1700,US,1701,LGA,214,2180,DCA,0,4,15,ontime
1800,US,1759,LGA,214,2182,DCA,0,4,15,ontime
1900,US,1858,LGA,214,2184,DCA,0,4,15,delayed
2100,US,2056,LGA,214,2188,DCA,0,4,15,delayed
1455,RU,1450,EWR,169,2403,BWI,0,4,15,ontime
1030,RU,1027,EWR,169,2303,BWI,0,4,15,delayed
1720,RU,1811,EWR,169,3372,BWI,0,4,15,delayed
735,CO,815,EWR,199,806,DCA,0,4,15,delayed
1900,CO,1951,EWR,199,816,DCA,0,4,15,delayed
1300,CO,1256,EWR,199,808,DCA,0,4,15,ontime
840,DH,835,EWR,213,7299,IAD,0,4,15,ontime
1245,DH,1237,EWR,213,7303,IAD,0,4,15,ontime
2120,DH,2116,EWR,213,7304,IAD,0,4,15,ontime
630,DH,623,EWR,213,7305,IAD,0,4,15,ontime
645,RU,643,EWR,199,2761,DCA,0,4,15,ontime
1900,RU,1952,EWR,213,2385,IAD,0,4,15,delayed
700,RU,654,EWR,213,2855,IAD,0,4,15,delayed
1300,RU,1345,EWR,213,2692,IAD,0,4,15,delayed
1630,RU,1646,EWR,199,2181,DCA,0,4,15,ontime
1525,RU,1525,EWR,199,2261,DCA,0,4,15,ontime
1500,RU,1504,EWR,213,2156,IAD,0,4,15,ontime
2100,RU,2140,EWR,199,2879,DCA,0,4,15,delayed
900,RU,956,EWR,199,2582,DCA,0,4,15,delayed
1359,RU,1359,EWR,199,2216,DCA,0,4,15,ontime
1455,OH,1455,JFK,184,5935,BWI,0,5,16,ontime
1640,DH,1648,JFK,213,6155,DCA,0,5,16,ontime
1455,DH,1545,LGA,229,7211,IAD,0,5,16,delayed
1715,DH,1952,LGA,229,7215,IAD,0,5,16,delayed
2120,DH,2117,LGA,229,7684,IAD,0,5,16,ontime
640,DH,640,LGA,229,7790,IAD,0,5,16,ontime
840,DH,840,JFK,228,7800,IAD,0,5,16,ontime
1240,DH,1246,JFK,228,7806,IAD,0,5,16,ontime
1455,DH,1454,JFK,228,7808,IAD,0,5,16,ontime
1645,DH,1653,JFK,228,7810,IAD,0,5,16,ontime
1715,DH,1709,JFK,228,7812,IAD,0,5,16,ontime
2120,DH,2127,JFK,228,7814,IAD,0,5,16,ontime
1610,DH,1607,JFK,228,7816,IAD,0,5,16,ontime
1455,DL,1500,JFK,213,746,DCA,0,5,16,delayed
630,DL,630,LGA,214,1740,DCA,0,5,16,ontime
730,DL,739,LGA,214,1742,DCA,0,5,16,ontime
830,DL,829,LGA,214,1744,DCA,0,5,16,delayed
930,DL,929,LGA,214,1746,DCA,0,5,16,ontime
1030,DL,1040,LGA,214,1748,DCA,0,5,16,delayed
1130,DL,1129,LGA,214,1750,DCA,0,5,16,ontime
1230,DL,1228,LGA,214,1752,DCA,0,5,16,ontime
1330,DL,1331,LGA,214,1754,DCA,0,5,16,ontime
1430,DL,1429,LGA,214,1756,DCA,0,5,16,ontime
1530,DL,1532,LGA,214,1758,DCA,0,5,16,ontime
1630,DL,1630,LGA,214,1760,DCA,0,5,16,ontime
1730,DL,1728,LGA,214,1762,DCA,0,5,16,ontime
1830,DL,1830,LGA,214,1764,DCA,0,5,16,ontime
1930,DL,1931,LGA,214,1766,DCA,0,5,16,ontime
2030,DL,2028,LGA,214,1768,DCA,0,5,16,ontime
1530,MQ,1522,JFK,213,4752,DCA,0,5,16,ontime
600,MQ,553,JFK,213,4760,DCA,0,5,16,ontime
1830,MQ,2019,JFK,213,4784,DCA,0,5,16,delayed
800,MQ,747,LGA,214,4954,DCA,0,5,16,delayed
900,MQ,856,LGA,214,4956,DCA,0,5,16,delayed
1100,MQ,1217,LGA,214,4960,DCA,0,5,16,delayed
1300,MQ,1315,LGA,214,4964,DCA,0,5,16,delayed
1400,MQ,1429,LGA,214,4966,DCA,0,5,16,delayed
1600,MQ,1705,LGA,214,4970,DCA,0,5,16,delayed
1700,MQ,1729,LGA,214,4972,DCA,0,5,16,delayed
1900,MQ,2006,LGA,214,4976,DCA,0,5,16,delayed
850,UA,955,LGA,229,846,IAD,0,5,16,delayed
630,US,628,LGA,214,1479,DCA,0,5,16,ontime
700,US,657,LGA,214,2160,DCA,0,5,16,ontime
800,US,756,LGA,214,2162,DCA,0,5,16,ontime
900,US,859,LGA,214,2164,DCA,0,5,16,delayed
1000,US,958,LGA,214,2166,DCA,0,5,16,ontime
1100,US,1059,LGA,214,2168,DCA,0,5,16,ontime
1200,US,1151,LGA,214,2170,DCA,0,5,16,ontime
1300,US,1258,LGA,214,2172,DCA,0,5,16,ontime
1400,US,1356,LGA,214,2174,DCA,0,5,16,ontime
1500,US,1457,LGA,214,2176,DCA,0,5,16,ontime
1600,US,1558,LGA,214,2178,DCA,0,5,16,ontime
1700,US,1658,LGA,214,2180,DCA,0,5,16,ontime
1800,US,1758,LGA,214,2182,DCA,0,5,16,ontime
1900,US,1900,LGA,214,2184,DCA,0,5,16,delayed
2000,US,2000,LGA,214,2186,DCA,0,5,16,ontime
2100,US,2057,LGA,214,2188,DCA,0,5,16,ontime
1720,RU,1849,EWR,169,3372,BWI,0,5,16,delayed
1030,RU,1053,EWR,169,2303,BWI,0,5,16,delayed
1455,RU,1600,EWR,169,2403,BWI,0,5,16,delayed
700,RU,654,EWR,169,2703,BWI,0,5,16,ontime
1300,CO,1423,EWR,199,808,DCA,0,5,16,delayed
1730,CO,1912,EWR,199,814,DCA,0,5,16,delayed
735,CO,729,EWR,199,806,DCA,0,5,16,ontime
840,DH,834,EWR,213,7299,IAD,0,5,16,ontime
1710,DH,1711,EWR,213,7302,IAD,0,5,16,ontime
1245,DH,1249,EWR,213,7303,IAD,0,5,16,ontime
2120,DH,2120,EWR,213,7304,IAD,0,5,16,ontime
630,DH,700,EWR,213,7305,IAD,0,5,16,delayed
1500,RU,1602,EWR,213,2156,IAD,0,5,16,delayed
645,RU,643,EWR,199,2761,DCA,0,5,16,ontime
1525,RU,1622,EWR,199,2261,DCA,0,5,16,delayed
1359,RU,1549,EWR,199,2216,DCA,0,5,16,delayed
1630,RU,1753,EWR,199,2181,DCA,0,5,16,delayed
1300,RU,1421,EWR,213,2692,IAD,0,5,16,delayed
900,RU,859,EWR,199,2582,DCA,0,5,16,ontime
1900,RU,2045,EWR,213,2385,IAD,0,5,16,delayed
700,RU,657,EWR,213,2855,IAD,0,5,16,ontime
2100,RU,2050,EWR,199,2879,DCA,0,5,16,ontime
1700,RU,1827,EWR,213,2497,IAD,0,5,16,delayed
1455,OH,1455,JFK,184,5935,BWI,0,6,17,ontime
1640,DH,1637,JFK,213,6155,DCA,0,6,17,ontime
1245,DH,1244,LGA,229,7208,IAD,0,6,17,ontime
1715,DH,1714,LGA,229,7215,IAD,0,6,17,ontime
2120,DH,2230,LGA,229,7684,IAD,0,6,17,delayed
840,DH,853,JFK,228,7800,IAD,0,6,17,ontime
1240,DH,1236,JFK,228,7806,IAD,0,6,17,ontime
1645,DH,1641,JFK,228,7810,IAD,0,6,17,ontime
1715,DH,1720,JFK,228,7812,IAD,0,6,17,delayed
2120,DH,2136,JFK,228,7814,IAD,0,6,17,delayed
1800,DH,1808,JFK,228,7818,IAD,0,6,17,delayed
1455,DL,1509,JFK,213,746,DCA,0,6,17,delayed
730,DL,727,LGA,214,1742,DCA,0,6,17,ontime
830,DL,828,LGA,214,1744,DCA,0,6,17,ontime
1030,DL,1028,LGA,214,1748,DCA,0,6,17,ontime
1430,DL,1430,LGA,214,1756,DCA,0,6,17,ontime
1630,DL,1708,LGA,214,1760,DCA,0,6,17,delayed
1830,DL,1829,LGA,214,1764,DCA,0,6,17,ontime
2030,DL,2026,LGA,214,1768,DCA,0,6,17,ontime
1530,MQ,1529,JFK,213,4752,DCA,0,6,17,ontime
600,MQ,554,JFK,213,4760,DCA,0,6,17,ontime
1830,MQ,1827,JFK,213,4784,DCA,0,6,17,ontime
900,MQ,855,LGA,214,4956,DCA,0,6,17,ontime
1300,MQ,1247,LGA,214,4964,DCA,0,6,17,ontime
850,UA,849,LGA,229,846,IAD,0,6,17,ontime
700,US,654,LGA,214,2160,DCA,0,6,17,ontime
900,US,859,LGA,214,2164,DCA,0,6,17,ontime
1100,US,1100,LGA,214,2168,DCA,0,6,17,ontime
1300,US,1259,LGA,214,2172,DCA,0,6,17,ontime
1500,US,1456,LGA,214,2176,DCA,0,6,17,ontime
1700,US,1658,LGA,214,2180,DCA,0,6,17,ontime
1900,US,1854,LGA,214,2184,DCA,0,6,17,ontime
1720,RU,1717,EWR,169,3372,BWI,0,6,17,ontime
1455,RU,1445,EWR,169,2229,BWI,0,6,17,ontime
1030,RU,1028,EWR,169,2303,BWI,0,6,17,ontime
700,RU,658,EWR,169,2703,BWI,0,6,17,ontime
1300,CO,1258,EWR,199,808,DCA,0,6,17,ontime
840,DH,835,EWR,213,7299,IAD,0,6,17,ontime
1710,DH,1700,EWR,213,7302,IAD,0,6,17,ontime
1245,DH,1240,EWR,213,7303,IAD,0,6,17,ontime
2120,DH,2119,EWR,213,7304,IAD,0,6,17,delayed
700,RU,658,EWR,213,2855,IAD,0,6,17,ontime
1600,RU,1601,EWR,199,2361,DCA,0,6,17,ontime
1730,RU,1727,EWR,199,2097,DCA,0,6,17,ontime
1359,RU,1351,EWR,199,2216,DCA,0,6,17,ontime
1500,RU,1457,EWR,213,2156,IAD,0,6,17,ontime
930,RU,924,EWR,199,2582,DCA,0,6,17,ontime
1700,RU,1655,EWR,213,2497,IAD,0,6,17,ontime
645,RU,641,EWR,199,2761,DCA,0,6,17,ontime
1455,OH,1455,JFK,184,5935,BWI,0,7,18,ontime
1640,DH,1659,JFK,213,6155,DCA,0,7,18,delayed
1245,DH,1302,LGA,229,7208,IAD,0,7,18,ontime
1455,DH,1526,LGA,229,7211,IAD,0,7,18,delayed
1715,DH,1802,LGA,229,7215,IAD,0,7,18,delayed
2120,DH,2110,LGA,229,7684,IAD,0,7,18,ontime
840,DH,833,JFK,228,7800,IAD,0,7,18,ontime
1240,DH,1249,JFK,228,7806,IAD,0,7,18,ontime
1455,DH,1539,JFK,228,7808,IAD,0,7,18,delayed
1645,DH,1646,JFK,228,7810,IAD,0,7,18,ontime
1715,DH,1709,JFK,228,7812,IAD,0,7,18,delayed
2120,DH,2111,JFK,228,7814,IAD,0,7,18,ontime
1610,DH,1706,JFK,228,7816,IAD,0,7,18,delayed
1455,DL,1555,JFK,213,746,DCA,0,7,18,delayed
830,DL,830,LGA,214,1744,DCA,0,7,18,ontime
1030,DL,1029,LGA,214,1748,DCA,0,7,18,ontime
1230,DL,1230,LGA,214,1752,DCA,0,7,18,delayed
1430,DL,1430,LGA,214,1756,DCA,0,7,18,ontime
1630,DL,1632,LGA,214,1760,DCA,0,7,18,ontime
1830,DL,1843,LGA,214,1764,DCA,0,7,18,delayed
2030,DL,2029,LGA,214,1768,DCA,0,7,18,ontime
1530,MQ,1549,JFK,213,4752,DCA,0,7,18,delayed
600,MQ,552,JFK,213,4760,DCA,0,7,18,delayed
925,MQ,919,JFK,213,4771,DCA,0,7,18,ontime
1830,MQ,2023,JFK,213,4784,DCA,0,7,18,delayed
1300,MQ,1330,LGA,214,4964,DCA,0,7,18,delayed
1500,MQ,1540,LGA,214,4968,DCA,0,7,18,delayed
1700,MQ,1818,LGA,214,4972,DCA,0,7,18,delayed
1900,MQ,2004,LGA,214,4976,DCA,0,7,18,delayed
850,UA,848,LGA,229,846,IAD,0,7,18,ontime
900,US,858,LGA,214,2164,DCA,0,7,18,ontime
1000,US,954,LGA,214,2166,DCA,0,7,18,ontime
1100,US,1102,LGA,214,2168,DCA,0,7,18,ontime
1200,US,1159,LGA,214,2170,DCA,0,7,18,ontime
1300,US,1257,LGA,214,2172,DCA,0,7,18,delayed
1400,US,1356,LGA,214,2174,DCA,0,7,18,ontime
1600,US,1555,LGA,214,2178,DCA,0,7,18,delayed
1800,US,1757,LGA,214,2182,DCA,0,7,18,ontime
1900,US,1855,LGA,214,2184,DCA,0,7,18,ontime
2000,US,1957,LGA,214,2186,DCA,0,7,18,ontime
2100,US,2055,LGA,214,2188,DCA,0,7,18,ontime
1030,RU,1057,EWR,169,2303,BWI,1,7,18,delayed
1315,RU,1314,EWR,169,2703,BWI,0,7,18,delayed
1455,RU,1528,EWR,169,2403,BWI,0,7,18,delayed
1300,CO,1258,EWR,199,1767,DCA,0,7,18,ontime
1630,CO,1754,EWR,199,810,DCA,0,7,18,delayed
1900,CO,1959,EWR,199,816,DCA,0,7,18,delayed
840,DH,834,EWR,213,7299,IAD,0,7,18,ontime
1710,DH,1900,EWR,213,7302,IAD,0,7,18,delayed
1245,DH,1246,EWR,213,7303,IAD,0,7,18,delayed
2120,DH,2117,EWR,213,7304,IAD,0,7,18,ontime
1500,RU,1630,EWR,213,2156,IAD,0,7,18,delayed
1359,RU,1622,EWR,199,2216,DCA,0,7,18,delayed
845,RU,841,EWR,213,2254,IAD,0,7,18,ontime
930,RU,925,EWR,199,2582,DCA,0,7,18,ontime
1455,OH,1455,JFK,184,5935,BWI,0,1,19,ontime
1640,DH,1636,JFK,213,6155,DCA,0,1,19,ontime
1245,DH,1303,LGA,229,7208,IAD,0,1,19,ontime
1455,DH,1445,LGA,229,7211,IAD,0,1,19,ontime
1715,DH,1709,LGA,229,7215,IAD,0,1,19,ontime
2120,DH,10,LGA,229,7684,IAD,0,1,19,delayed
640,DH,847,LGA,229,7790,IAD,0,1,19,delayed
1040,DH,1035,LGA,229,7792,IAD,0,1,19,ontime
840,DH,833,JFK,228,7800,IAD,0,1,19,ontime
1240,DH,1237,JFK,228,7806,IAD,0,1,19,ontime
1455,DH,1454,JFK,228,7808,IAD,0,1,19,ontime
1645,DH,1641,JFK,228,7810,IAD,0,1,19,ontime
1715,DH,1710,JFK,228,7812,IAD,0,1,19,ontime
2120,DH,2121,JFK,228,7814,IAD,0,1,19,ontime
1610,DH,1603,JFK,228,7816,IAD,0,1,19,ontime
1455,DL,1506,JFK,213,746,DCA,0,1,19,delayed
730,DL,731,LGA,214,1742,DCA,0,1,19,ontime
830,DL,842,LGA,214,1744,DCA,0,1,19,ontime
1030,DL,1029,LGA,214,1748,DCA,0,1,19,ontime
1230,DL,1231,LGA,214,1752,DCA,0,1,19,ontime
1430,DL,1431,LGA,214,1756,DCA,0,1,19,ontime
1530,DL,1530,LGA,214,1758,DCA,0,1,19,ontime
1630,DL,1630,LGA,214,1760,DCA,0,1,19,ontime
1830,DL,1829,LGA,214,1764,DCA,0,1,19,ontime
1930,DL,1930,LGA,214,1766,DCA,0,1,19,ontime
2030,DL,2029,LGA,214,1768,DCA,0,1,19,ontime
1530,MQ,1536,JFK,213,4752,DCA,0,1,19,ontime
600,MQ,553,JFK,213,4760,DCA,0,1,19,ontime
1830,MQ,1846,JFK,213,4784,DCA,0,1,19,delayed
700,MQ,758,LGA,214,4952,DCA,0,1,19,delayed
800,MQ,822,LGA,214,4954,DCA,0,1,19,delayed
900,MQ,858,LGA,214,4956,DCA,0,1,19,ontime
1100,MQ,1100,LGA,214,4960,DCA,0,1,19,ontime
1300,MQ,1253,LGA,214,4964,DCA,0,1,19,ontime
1400,MQ,1356,LGA,214,4966,DCA,0,1,19,ontime
1500,MQ,1534,LGA,214,4968,DCA,0,1,19,delayed
1600,MQ,1559,LGA,214,4970,DCA,0,1,19,ontime
1700,MQ,1717,LGA,214,4972,DCA,0,1,19,ontime
1900,MQ,1937,LGA,214,4976,DCA,0,1,19,delayed
850,UA,846,LGA,229,846,IAD,0,1,19,ontime
630,US,627,LGA,214,1479,DCA,0,1,19,ontime
700,US,656,LGA,214,2160,DCA,0,1,19,ontime
800,US,758,LGA,214,2162,DCA,0,1,19,ontime
900,US,858,LGA,214,2164,DCA,0,1,19,ontime
1000,US,955,LGA,214,2166,DCA,0,1,19,ontime
1100,US,1059,LGA,214,2168,DCA,0,1,19,ontime
1200,US,1157,LGA,214,2170,DCA,0,1,19,ontime
1300,US,1256,LGA,214,2172,DCA,0,1,19,ontime
1400,US,1353,LGA,214,2174,DCA,0,1,19,ontime
1500,US,1456,LGA,214,2176,DCA,0,1,19,ontime
1600,US,1558,LGA,214,2178,DCA,0,1,19,ontime
1700,US,1656,LGA,214,2180,DCA,0,1,19,ontime
1800,US,1755,LGA,214,2182,DCA,0,1,19,ontime
1900,US,1855,LGA,214,2184,DCA,0,1,19,ontime
2000,US,1956,LGA,214,2186,DCA,0,1,19,ontime
2100,US,2057,LGA,214,2188,DCA,0,1,19,ontime
1720,RU,1710,EWR,169,3372,BWI,0,1,19,ontime
1030,RU,1028,EWR,169,2303,BWI,0,1,19,ontime
700,RU,654,EWR,169,2703,BWI,0,1,19,ontime
1455,RU,1451,EWR,169,2403,BWI,0,1,19,ontime
1730,CO,1732,EWR,199,814,DCA,0,1,19,delayed
